tiempo_espera %clientes_declinan %cajero0 %cajero1 %cajero2 %cajero3
5.323607427055703 13.13364055299539 21.041666666666668 21.666666666666668 22.708333333333332 23.541666666666668
5.9867724867724865 18.181818181818183 20.416666666666668 21.458333333333332 22.5 21.666666666666668
5.575268817204301 17.516629711751662 20.0 20.625 22.083333333333332 23.333333333333332
7.03957783641161 19.017094017094017 20.416666666666668 20.625 22.083333333333332 21.458333333333332
4.963254593175853 17.532467532467532 20.416666666666668 22.083333333333332 21.875 21.666666666666668
7.089473684210526 23.694779116465863 20.208333333333332 20.833333333333336 21.25 21.666666666666668
6.887434554973822 18.72340425531915 20.208333333333332 21.25 20.625 20.625
7.693121693121693 17.46724890829694 20.833333333333336 20.0 20.416666666666668 20.416666666666668
4.8693333333333335 12.177985948477751 20.625 21.875 23.333333333333332 23.333333333333332
5.214099216710183 17.811158798283262 21.041666666666668 20.416666666666668 20.833333333333336 21.25
6.301298701298701 21.10655737704918 20.208333333333332 21.041666666666668 21.458333333333332 21.875
5.732984293193717 25.244618395303327 21.041666666666668 20.416666666666668 20.833333333333336 21.25
5.852631578947369 21.487603305785125 20.625 20.416666666666668 22.291666666666668 21.458333333333332
8.071052631578947 21.649484536082475 20.208333333333332 20.208333333333332 21.458333333333332 20.208333333333332
5.3569553805774275 20.45929018789144 20.833333333333336 20.625 20.833333333333336 21.666666666666668
5.537037037037037 18.181818181818183 20.416666666666668 21.25 20.416666666666668 21.666666666666668
6.8 19.831223628691983 20.208333333333332 20.833333333333336 20.833333333333336 21.041666666666668
6.141711229946524 20.59447983014862 21.25 21.25 22.5 22.708333333333332
5.794805194805194 21.906693711967545 21.041666666666668 21.041666666666668 21.041666666666668 21.458333333333332
6.364116094986807 19.361702127659576 19.375 20.416666666666668 21.25 20.833333333333336
7.6266318537859 23.856858846918488 20.833333333333336 20.625 21.041666666666668 21.25
6.672774869109948 18.895966029723994 20.0 21.25 20.625 21.458333333333332
5.959785522788204 16.926503340757236 20.0 20.625 21.666666666666668 23.541666666666668
7.082010582010582 20.920502092050206 20.833333333333336 20.208333333333332 21.041666666666668 20.416666666666668
6.718085106382978 13.163972286374134 20.833333333333336 20.416666666666668 20.833333333333336 22.291666666666668
6.36968085106383 12.354312354312354 20.833333333333336 20.625 21.666666666666668 21.666666666666668
6.424870466321243 16.630669546436287 20.833333333333336 21.25 20.833333333333336 21.25
6.509186351706036 22.718052738336713 20.208333333333332 20.208333333333332 19.791666666666664 19.791666666666664
5.0186170212765955 16.258351893095767 20.625 21.666666666666668 21.458333333333332 22.5
5.045333333333334 16.294642857142858 20.625 21.666666666666668 23.75 23.125
6.282321899736147 18.318965517241377 19.791666666666664 21.041666666666668 21.666666666666668 22.916666666666664
5.437665782493369 19.271948608137045 21.25 21.666666666666668 21.25 21.458333333333332
6.69109947643979 18.201284796573873 20.625 20.833333333333336 20.208333333333332 21.458333333333332
5.317460317460317 15.625 20.208333333333332 20.416666666666668 20.833333333333336 20.0
5.137203166226913 24.2 20.625 21.041666666666668 22.083333333333332 21.666666666666668
5.722666666666667 17.218543046357617 20.208333333333332 20.416666666666668 20.625 21.041666666666668
4.729658792650919 21.443298969072163 21.041666666666668 21.25 20.416666666666668 20.833333333333336
5.79155672823219 20.042194092827003 20.0 20.416666666666668 20.625 20.625
7.8556430446194225 15.70796460176991 20.416666666666668 20.0 20.625 21.666666666666668
5.1328125 16.52173913043478 20.833333333333336 20.625 21.25 21.041666666666668
5.514588859416445 18.398268398268396 20.625 20.625 21.666666666666668 21.458333333333332
6.66490765171504 14.831460674157304 19.791666666666664 20.416666666666668 20.833333333333336 21.041666666666668
5.493368700265252 21.12970711297071 20.625 20.0 20.625 20.416666666666668
5.8433420365535245 16.192560175054705 20.416666666666668 21.041666666666668 20.625 21.25
5.320413436692506 19.206680584551147 19.791666666666664 20.416666666666668 21.25 20.625
7.175066312997347 22.587268993839835 20.208333333333332 20.833333333333336 20.625 21.25
4.7994652406417115 17.802197802197803 20.416666666666668 20.416666666666668 20.625 22.291666666666668
5.1246684350132625 18.57451403887689 20.416666666666668 20.625 20.208333333333332 21.25
4.8514588859416445 19.616204690831555 20.208333333333332 20.833333333333336 20.625 21.458333333333332
3.926121372031662 20.210526315789473 21.041666666666668 21.041666666666668 22.708333333333332 22.5
5.543307086614173 17.71058315334773 20.833333333333336 20.416666666666668 21.666666666666668 20.625
5.552356020942408 16.775599128540307 20.208333333333332 20.625 21.25 21.041666666666668
6.181818181818182 17.982456140350877 20.0 21.25 21.458333333333332 22.5
4.563492063492063 16.740088105726873 20.0 20.625 21.458333333333332 21.875
7.053050397877984 18.75 20.0 20.416666666666668 20.625 21.041666666666668
6.095744680851064 20.842105263157894 20.416666666666668 19.791666666666664 20.833333333333336 21.25
4.966057441253263 20.867768595041323 20.625 19.791666666666664 19.791666666666664 20.416666666666668
4.634666666666667 14.772727272727273 21.041666666666668 21.666666666666668 20.416666666666668 23.958333333333336
6.489583333333333 21.311475409836063 20.0 21.041666666666668 20.416666666666668 22.083333333333332
5.708222811671088 21.458333333333332 20.625 20.0 20.625 20.625
6.471204188481676 15.11111111111111 20.625 21.458333333333332 22.708333333333332 22.5
7.895833333333333 23.200000000000003 20.416666666666668 20.833333333333336 21.25 21.041666666666668
4.923482849604222 20.3781512605042 19.583333333333332 20.625 20.833333333333336 21.041666666666668
6.897905759162303 18.550106609808104 20.833333333333336 21.25 21.25 21.458333333333332
7.4 24.0 20.0 20.0 20.416666666666668 20.625
4.8514588859416445 16.96035242290749 20.208333333333332 20.833333333333336 21.875 22.083333333333332
5.651715039577836 11.655011655011654 20.208333333333332 21.25 22.5 23.75
6.997326203208556 22.40663900414938 20.208333333333332 20.625 21.041666666666668 21.666666666666668
6.690666666666667 22.99794661190965 19.791666666666664 20.0 19.791666666666664 20.625
6.609625668449198 15.384615384615385 21.041666666666668 19.791666666666664 21.875 21.041666666666668
5.042328042328043 20.754716981132077 20.625 21.041666666666668 20.833333333333336 22.291666666666668
7.23404255319149 24.346076458752517 20.0 20.625 20.625 20.416666666666668
6.997395833333333 19.157894736842103 20.416666666666668 20.208333333333332 19.791666666666664 20.416666666666668
8.413793103448276 22.268041237113405 20.0 20.208333333333332 20.208333333333332 21.25
5.4135135135135135 13.953488372093023 20.833333333333336 21.25 22.5 23.541666666666668
6.4986807387862795 18.494623655913976 20.208333333333332 20.208333333333332 20.208333333333332 19.583333333333332
4.605744125326371 20.208333333333332 19.791666666666664 20.208333333333332 21.041666666666668 20.416666666666668
7.481578947368421 20.997920997921 20.0 20.208333333333332 20.0 20.416666666666668
6.323607427055703 15.090090090090092 20.625 20.625 21.25 21.666666666666668
5.507978723404255 10.26252983293556 20.625 22.083333333333332 23.125 23.333333333333332
5.560723514211887 20.37037037037037 20.0 21.041666666666668 20.0 20.208333333333332
